,loss,categorical_crossentropy,acc,val_loss,val_categorical_crossentropy,val_acc
0,0.05006252974271774,0.37374749779701233,0.8704301118850708,0.03251757472753525,0.19583521783351898,0.9456608295440674
1,0.032407794147729874,0.18000859022140503,0.9455868005752563,0.029142804443836212,0.17418630421161652,0.9438027143478394
2,0.02955016866326332,0.15520870685577393,0.9524463415145874,0.026993481442332268,0.14640502631664276,0.9540358781814575
3,0.028058461844921112,0.14564287662506104,0.9555571675300598,0.025891490280628204,0.13536715507507324,0.9588256478309631
4,0.0270103570073843,0.13941554725170135,0.9574297666549683,0.02507152035832405,0.1316143423318863,0.9585138559341431
5,0.026169955730438232,0.13490477204322815,0.9587743282318115,0.024614859372377396,0.13436350226402283,0.9572660326957703
6,0.02542460523545742,0.13063108921051025,0.9599464535713196,0.023818954825401306,0.12193398177623749,0.961640477180481
